Date,CPI - monthly data (annual rate of change),Federal Funds,Discount Window,Bank Prime Loan
2004-07-10,2.991,1.24,2.25,4.25
2004-07-11,2.991,1.24,2.25,4.25
2004-07-12,2.991,1.26,2.25,4.25
2004-07-13,2.991,1.24,2.25,4.25
2004-07-14,2.991,1.24,2.25,4.25
2004-07-15,2.991,1.3,2.25,4.25
2004-07-16,2.991,1.24,2.25,4.25
2004-07-17,2.991,1.24,2.25,4.25
2004-07-18,2.991,1.24,2.25,4.25
2004-07-19,2.991,1.25,2.25,4.25
2004-07-20,2.991,1.25,2.25,4.25
2004-07-21,2.991,1.25,2.25,4.25
2004-07-22,2.991,1.26,2.25,4.25
2004-07-23,2.991,1.25,2.25,4.25
2004-07-24,2.991,1.25,2.25,4.25
2004-07-25,2.991,1.25,2.25,4.25
2004-07-26,2.991,1.27,2.25,4.25
2004-07-27,2.991,1.27,2.25,4.25
2004-07-28,2.991,1.29,2.25,4.25
2004-07-29,2.991,1.3,2.25,4.25
2004-07-30,2.991,1.29,2.25,4.25
2004-07-31,2.991,1.29,2.25,4.25
2004-08-01,2.654,1.29,2.25,4.25
2004-08-02,2.654,1.28,2.25,4.25
2004-08-03,2.654,1.24,2.25,4.25
2004-08-04,2.654,1.22,2.25,4.25
2004-08-05,2.654,1.3,2.25,4.25
2004-08-06,2.654,1.32,2.25,4.25
2004-08-07,2.654,1.32,2.25,4.25
2004-08-08,2.654,1.32,2.25,4.25
2004-08-09,2.654,1.35,2.25,4.25
2004-08-10,2.654,1.43,2.5,4.5
2004-08-11,2.654,1.5,2.5,4.5
2004-08-12,2.654,1.51,2.5,4.5
2004-08-13,2.654,1.48,2.5,4.5
2004-08-14,2.654,1.48,2.5,4.5
2004-08-15,2.654,1.48,2.5,4.5
2004-08-16,2.654,1.43,2.5,4.5
2004-08-17,2.654,1.2,2.5,4.5
2004-08-18,2.654,1.39,2.5,4.5
2004-08-19,2.654,1.5,2.5,4.5
2004-08-20,2.654,1.5,2.5,4.5
2004-08-21,2.654,1.5,2.5,4.5
2004-08-22,2.654,1.5,2.5,4.5
2004-08-23,2.654,1.51,2.5,4.5
2004-08-24,2.654,1.51,2.5,4.5
2004-08-25,2.654,1.55,2.5,4.5
2004-08-26,2.654,1.55,2.5,4.5
2004-08-27,2.654,1.52,2.5,4.5
2004-08-28,2.654,1.52,2.5,4.5
2004-08-29,2.654,1.52,2.5,4.5
2004-08-30,2.654,1.54,2.5,4.5
2004-08-31,2.654,1.55,2.5,4.5
2004-09-01,2.538,1.53,2.5,4.5
2004-09-02,2.538,1.51,2.5,4.5
2004-09-03,2.538,1.48,2.5,4.5
2004-09-04,2.538,1.48,2.5,4.5
2004-09-05,2.538,1.48,2.5,4.5
2004-09-06,2.538,1.48,2.5,4.5
2004-09-07,2.538,1.54,2.5,4.5
2004-09-08,2.538,1.51,2.5,4.5
2004-09-09,2.538,1.49,2.5,4.5
2004-09-10,2.538,1.48,2.5,4.5
2004-09-11,2.538,1.48,2.5,4.5
2004-09-12,2.538,1.48,2.5,4.5
2004-09-13,2.538,1.51,2.5,4.5
2004-09-14,2.538,1.4,2.5,4.5
2004-09-15,2.538,1.57,2.5,4.5
2004-09-16,2.538,1.61,2.5,4.5
2004-09-17,2.538,1.58,2.5,4.5
2004-09-18,2.538,1.58,2.5,4.5
2004-09-19,2.538,1.58,2.5,4.5
2004-09-20,2.538,1.64,2.5,4.5
2004-09-21,2.538,1.7,2.75,4.75
2004-09-22,2.538,1.78,2.75,4.75
2004-09-23,2.538,1.8,2.75,4.75
2004-09-24,2.538,1.76,2.75,4.75
2004-09-25,2.538,1.76,2.75,4.75
2004-09-26,2.538,1.76,2.75,4.75
2004-09-27,2.538,1.76,2.75,4.75
2004-09-28,2.538,1.72,2.75,4.75
2004-09-29,2.538,1.76,2.75,4.75
2004-09-30,2.538,1.94,2.75,4.75
2004-10-01,3.189,1.86,2.75,4.75
2004-10-02,3.189,1.86,2.75,4.75
2004-10-03,3.189,1.86,2.75,4.75
2004-10-04,3.189,1.77,2.75,4.75
2004-10-05,3.189,1.73,2.75,4.75
2004-10-06,3.189,1.74,2.75,4.75
2004-10-07,3.189,1.76,2.75,4.75
2004-10-08,3.189,1.71,2.75,4.75
2004-10-09,3.189,1.71,2.75,4.75
2004-10-10,3.189,1.71,2.75,4.75
2004-10-11,3.189,1.71,2.75,4.75
2004-10-12,3.189,1.78,2.75,4.75
2004-10-13,3.189,1.73,2.75,4.75
2004-10-14,3.189,1.77,2.75,4.75
2004-10-15,3.189,1.79,2.75,4.75
2004-10-16,3.189,1.79,2.75,4.75
2004-10-17,3.189,1.79,2.75,4.75
2004-10-18,3.189,1.73,2.75,4.75
2004-10-19,3.189,1.72,2.75,4.75
2004-10-20,3.189,1.74,2.75,4.75
2004-10-21,3.189,1.76,2.75,4.75
2004-10-22,3.189,1.72,2.75,4.75
2004-10-23,3.189,1.72,2.75,4.75
2004-10-24,3.189,1.72,2.75,4.75
2004-10-25,3.189,1.76,2.75,4.75
2004-10-26,3.189,1.72,2.75,4.75
2004-10-27,3.189,1.77,2.75,4.75
2004-10-28,3.189,1.79,2.75,4.75
2004-10-29,3.189,1.79,2.75,4.75
2004-10-30,3.189,1.79,2.75,4.75
2004-10-31,3.189,1.79,2.75,4.75
2004-11-01,3.523,1.83,2.75,4.75
2004-11-02,3.523,1.74,2.75,4.75
2004-11-03,3.523,1.73,2.75,4.75
2004-11-04,3.523,1.77,2.75,4.75
2004-11-05,3.523,1.76,2.75,4.75
2004-11-06,3.523,1.76,2.75,4.75
2004-11-07,3.523,1.76,2.75,4.75
2004-11-08,3.523,1.8,2.75,4.75
2004-11-09,3.523,1.79,2.75,4.75
2004-11-10,3.523,1.92,3.0,5.0
2004-11-11,3.523,1.92,3.0,5.0
2004-11-12,3.523,2.02,3.0,5.0
2004-11-13,3.523,2.02,3.0,5.0
2004-11-14,3.523,2.02,3.0,5.0
2004-11-15,3.523,2.06,3.0,5.0
2004-11-16,3.523,1.98,3.0,5.0
2004-11-17,3.523,1.99,3.0,5.0
2004-11-18,3.523,1.99,3.0,5.0
2004-11-19,3.523,1.99,3.0,5.0
2004-11-20,3.523,1.99,3.0,5.0
2004-11-21,3.523,1.99,3.0,5.0
2004-11-22,3.523,2.01,3.0,5.0
2004-11-23,3.523,2.0,3.0,5.0
2004-11-24,3.523,2.02,3.0,5.0
2004-11-25,3.523,2.02,3.0,5.0
2004-11-26,3.523,2.01,3.0,5.0
2004-11-27,3.523,2.01,3.0,5.0
2004-11-28,3.523,2.01,3.0,5.0
2004-11-29,3.523,2.03,3.0,5.0
2004-11-30,3.523,2.02,3.0,5.0
2004-12-01,3.256,2.04,3.0,5.0
2004-12-02,3.256,2.0,3.0,5.0
2004-12-03,3.256,1.98,3.0,5.0
2004-12-04,3.256,1.98,3.0,5.0
2004-12-05,3.256,1.98,3.0,5.0
2004-12-06,3.256,2.04,3.0,5.0
2004-12-07,3.256,1.99,3.0,5.0
2004-12-08,3.256,2.01,3.0,5.0
2004-12-09,3.256,2.05,3.0,5.0
2004-12-10,3.256,2.09,3.0,5.0
2004-12-11,3.256,2.09,3.0,5.0
2004-12-12,3.256,2.09,3.0,5.0
2004-12-13,3.256,2.18,3.0,5.0
2004-12-14,3.256,2.24,3.25,5.25
2004-12-15,3.256,2.31,3.25,5.25
2004-12-16,3.256,2.26,3.25,5.25
2004-12-17,3.256,2.23,3.25,5.25
2004-12-18,3.256,2.23,3.25,5.25
2004-12-19,3.256,2.23,3.25,5.25
2004-12-20,3.256,2.26,3.25,5.25
2004-12-21,3.256,2.24,3.25,5.25
2004-12-22,3.256,2.25,3.25,5.25
2004-12-23,3.256,2.34,3.25,5.25
2004-12-24,3.256,2.27,3.25,5.25
2004-12-25,3.256,2.27,3.25,5.25
2004-12-26,3.256,2.27,3.25,5.25
2004-12-27,3.256,2.24,3.25,5.25
2004-12-28,3.256,2.24,3.25,5.25
2004-12-29,3.256,2.23,3.25,5.25
2004-12-30,3.256,2.24,3.25,5.25
2004-12-31,3.256,1.97,3.25,5.25
2005-01-01,2.97,1.97,3.25,5.25
2005-01-02,2.97,1.97,3.25,5.25
2005-01-03,2.97,2.31,3.25,5.25
2005-01-04,2.97,2.25,3.25,5.25
2005-01-05,2.97,2.25,3.25,5.25
2005-01-06,2.97,2.25,3.25,5.25
2005-01-07,2.97,2.24,3.25,5.25
2005-01-08,2.97,2.24,3.25,5.25
2005-01-09,2.97,2.24,3.25,5.25
2005-01-10,2.97,2.26,3.25,5.25
2005-01-11,2.97,2.24,3.25,5.25
2005-01-12,2.97,2.25,3.25,5.25
2005-01-13,2.97,2.29,3.25,5.25
2005-01-14,2.97,2.29,3.25,5.25
2005-01-15,2.97,2.29,3.25,5.25
2005-01-16,2.97,2.29,3.25,5.25
2005-01-17,2.97,2.29,3.25,5.25
2005-01-18,2.97,2.31,3.25,5.25
2005-01-19,2.97,2.19,3.25,5.25
2005-01-20,2.97,2.25,3.25,5.25
2005-01-21,2.97,2.26,3.25,5.25
2005-01-22,2.97,2.26,3.25,5.25
2005-01-23,2.97,2.26,3.25,5.25
2005-01-24,2.97,2.26,3.25,5.25
2005-01-25,2.97,2.29,3.25,5.25
2005-01-26,2.97,2.33,3.25,5.25
2005-01-27,2.97,2.39,3.25,5.25
2005-01-28,2.97,2.48,3.25,5.25
2005-01-29,2.97,2.48,3.25,5.25
2005-01-30,2.97,2.48,3.25,5.25
2005-01-31,2.97,2.5,3.25,5.25
2005-02-01,3.008,2.4,3.25,5.25
2005-02-02,3.008,2.29,3.5,5.5
2005-02-03,3.008,2.49,3.5,5.5
2005-02-04,3.008,2.51,3.5,5.5
2005-02-05,3.008,2.51,3.5,5.5
2005-02-06,3.008,2.51,3.5,5.5
2005-02-07,3.008,2.5,3.5,5.5
2005-02-08,3.008,2.48,3.5,5.5
2005-02-09,3.008,2.5,3.5,5.5
2005-02-10,3.008,2.51,3.5,5.5
2005-02-11,3.008,2.5,3.5,5.5
2005-02-12,3.008,2.5,3.5,5.5
2005-02-13,3.008,2.5,3.5,5.5
2005-02-14,3.008,2.51,3.5,5.5
2005-02-15,3.008,2.53,3.5,5.5
2005-02-16,3.008,2.48,3.5,5.5
2005-02-17,3.008,2.5,3.5,5.5
2005-02-18,3.008,2.51,3.5,5.5
2005-02-19,3.008,2.51,3.5,5.5
2005-02-20,3.008,2.51,3.5,5.5
2005-02-21,3.008,2.51,3.5,5.5
2005-02-22,3.008,2.57,3.5,5.5
2005-02-23,3.008,2.53,3.5,5.5
2005-02-24,3.008,2.55,3.5,5.5
2005-02-25,3.008,2.54,3.5,5.5
2005-02-26,3.008,2.54,3.5,5.5
2005-02-27,3.008,2.54,3.5,5.5
2005-02-28,3.008,2.52,3.5,5.5
2005-03-01,3.148,2.39,3.5,5.5
2005-03-02,3.148,2.48,3.5,5.5
2005-03-03,3.148,2.51,3.5,5.5
2005-03-04,3.148,2.5,3.5,5.5
2005-03-05,3.148,2.5,3.5,5.5
2005-03-06,3.148,2.5,3.5,5.5
2005-03-07,3.148,2.51,3.5,5.5
2005-03-08,3.148,2.49,3.5,5.5
2005-03-09,3.148,2.5,3.5,5.5
2005-03-10,3.148,2.52,3.5,5.5
2005-03-11,3.148,2.51,3.5,5.5
2005-03-12,3.148,2.51,3.5,5.5
2005-03-13,3.148,2.51,3.5,5.5
2005-03-14,3.148,2.59,3.5,5.5
2005-03-15,3.148,2.61,3.5,5.5
2005-03-16,3.148,2.57,3.5,5.5
2005-03-17,3.148,2.68,3.5,5.5
2005-03-18,3.148,2.7,3.5,5.5
2005-03-19,3.148,2.7,3.5,5.5
2005-03-20,3.148,2.7,3.5,5.5
2005-03-21,3.148,2.71,3.5,5.5
2005-03-22,3.148,2.72,3.75,5.75
2005-03-23,3.148,2.73,3.75,5.75
2005-03-24,3.148,2.75,3.75,5.75
2005-03-25,3.148,2.8,3.75,5.75
2005-03-26,3.148,2.8,3.75,5.75
2005-03-27,3.148,2.8,3.75,5.75
2005-03-28,3.148,2.79,3.75,5.75
2005-03-29,3.148,2.72,3.75,5.75
2005-03-30,3.148,2.74,3.75,5.75
2005-03-31,3.148,2.96,3.75,5.75
2005-04-01,3.511,2.83,3.75,5.75
2005-04-02,3.511,2.83,3.75,5.75
2005-04-03,3.511,2.83,3.75,5.75
2005-04-04,3.511,2.78,3.75,5.75
2005-04-05,3.511,2.72,3.75,5.75
2005-04-06,3.511,2.73,3.75,5.75
2005-04-07,3.511,2.76,3.75,5.75
2005-04-08,3.511,2.75,3.75,5.75
2005-04-09,3.511,2.75,3.75,5.75
2005-04-10,3.511,2.75,3.75,5.75
2005-04-11,3.511,2.78,3.75,5.75
2005-04-12,3.511,2.77,3.75,5.75
2005-04-13,3.511,2.76,3.75,5.75
2005-04-14,3.511,2.79,3.75,5.75
2005-04-15,3.511,2.82,3.75,5.75
2005-04-16,3.511,2.82,3.75,5.75
2005-04-17,3.511,2.82,3.75,5.75
2005-04-18,3.511,2.75,3.75,5.75
2005-04-19,3.511,2.74,3.75,5.75
2005-04-20,3.511,2.74,3.75,5.75
2005-04-21,3.511,2.75,3.75,5.75
2005-04-22,3.511,2.74,3.75,5.75
2005-04-23,3.511,2.74,3.75,5.75
2005-04-24,3.511,2.74,3.75,5.75
2005-04-25,3.511,2.82,3.75,5.75
2005-04-26,3.511,2.78,3.75,5.75
2005-04-27,3.511,2.63,3.75,5.75
2005-04-28,3.511,2.89,3.75,5.75
2005-04-29,3.511,2.97,3.75,5.75
2005-04-30,3.511,2.97,3.75,5.75
2005-05-01,2.803,2.97,3.75,5.75
2005-05-02,2.803,2.98,3.75,5.75
2005-05-03,2.803,2.95,4.0,6.0
2005-05-04,2.803,2.99,4.0,6.0
2005-05-05,2.803,2.99,4.0,6.0
2005-05-06,2.803,2.98,4.0,6.0
2005-05-07,2.803,2.98,4.0,6.0
2005-05-08,2.803,2.98,4.0,6.0
2005-05-09,2.803,2.99,4.0,6.0
2005-05-10,2.803,2.99,4.0,6.0
2005-05-11,2.803,2.99,4.0,6.0
2005-05-12,2.803,3.01,4.0,6.0
2005-05-13,2.803,3.01,4.0,6.0
2005-05-14,2.803,3.01,4.0,6.0
2005-05-15,2.803,3.01,4.0,6.0
2005-05-16,2.803,3.06,4.0,6.0
2005-05-17,2.803,2.99,4.0,6.0
2005-05-18,2.803,3.0,4.0,6.0
2005-05-19,2.803,3.02,4.0,6.0
2005-05-20,2.803,3.01,4.0,6.0
2005-05-21,2.803,3.01,4.0,6.0
2005-05-22,2.803,3.01,4.0,6.0
2005-05-23,2.803,3.01,4.0,6.0
2005-05-24,2.803,2.99,4.0,6.0
2005-05-25,2.803,3.01,4.0,6.0
2005-05-26,2.803,3.01,4.0,6.0
2005-05-27,2.803,3.01,4.0,6.0
2005-05-28,2.803,3.01,4.0,6.0
2005-05-29,2.803,3.01,4.0,6.0
2005-05-30,2.803,3.01,4.0,6.0
2005-05-31,2.803,3.09,4.0,6.0
2005-06-01,2.53,3.02,4.0,6.0
2005-06-02,2.53,3.0,4.0,6.0
2005-06-03,2.53,2.99,4.0,6.0
2005-06-04,2.53,2.99,4.0,6.0
2005-06-05,2.53,2.99,4.0,6.0
2005-06-06,2.53,3.0,4.0,6.0
2005-06-07,2.53,2.96,4.0,6.0
2005-06-08,2.53,2.96,4.0,6.0
2005-06-09,2.53,3.01,4.0,6.0
2005-06-10,2.53,3.01,4.0,6.0
2005-06-11,2.53,3.01,4.0,6.0
2005-06-12,2.53,3.01,4.0,6.0
2005-06-13,2.53,3.04,4.0,6.0
2005-06-14,2.53,3.01,4.0,6.0
2005-06-15,2.53,3.05,4.0,6.0
2005-06-16,2.53,3.0,4.0,6.0
2005-06-17,2.53,2.99,4.0,6.0
2005-06-18,2.53,2.99,4.0,6.0
2005-06-19,2.53,2.99,4.0,6.0
2005-06-20,2.53,3.01,4.0,6.0
2005-06-21,2.53,2.96,4.0,6.0
2005-06-22,2.53,2.93,4.0,6.0
2005-06-23,2.53,3.05,4.0,6.0
2005-06-24,2.53,3.07,4.0,6.0
2005-06-25,2.53,3.07,4.0,6.0
2005-06-26,2.53,3.07,4.0,6.0
2005-06-27,2.53,3.17,4.0,6.0
2005-06-28,2.53,3.17,4.0,6.0
2005-06-29,2.53,3.2,4.0,6.0
2005-06-30,2.53,3.35,4.25,6.25
2005-07-01,3.168,3.36,4.25,6.25
2005-07-02,3.168,3.36,4.25,6.25
2005-07-03,3.168,3.36,4.25,6.25
2005-07-04,3.168,3.36,4.25,6.25
2005-07-05,3.168,3.27,4.25,6.25
2005-07-06,3.168,2.99,4.25,6.25
2005-07-07,3.168,3.18,4.25,6.25
2005-07-08,3.168,3.22,4.25,6.25
2005-07-09,3.168,3.22,4.25,6.25
2005-07-10,3.168,3.22,4.25,6.25
2005-07-11,3.168,3.23,4.25,6.25
2005-07-12,3.168,3.23,4.25,6.25
2005-07-13,3.168,3.27,4.25,6.25
2005-07-14,3.168,3.32,4.25,6.25
2005-07-15,3.168,3.32,4.25,6.25
2005-07-16,3.168,3.32,4.25,6.25
2005-07-17,3.168,3.32,4.25,6.25
2005-07-18,3.168,3.19,4.25,6.25
2005-07-19,3.168,3.13,4.25,6.25
2005-07-20,3.168,3.25,4.25,6.25
2005-07-21,3.168,3.27,4.25,6.25
2005-07-22,3.168,3.25,4.25,6.25
2005-07-23,3.168,3.25,4.25,6.25
2005-07-24,3.168,3.25,4.25,6.25
2005-07-25,3.168,3.28,4.25,6.25
2005-07-26,3.168,3.25,4.25,6.25
2005-07-27,3.168,3.27,4.25,6.25
2005-07-28,3.168,3.27,4.25,6.25
2005-07-29,3.168,3.31,4.25,6.25
2005-07-30,3.168,3.31,4.25,6.25
2005-07-31,3.168,3.31,4.25,6.25
2005-08-01,3.641,3.3,4.25,6.25
2005-08-02,3.641,3.2,4.25,6.25
2005-08-03,3.641,3.35,4.25,6.25
2005-08-04,3.641,3.44,4.25,6.25
2005-08-05,3.641,3.49,4.25,6.25
2005-08-06,3.641,3.49,4.25,6.25
2005-08-07,3.641,3.49,4.25,6.25
2005-08-08,3.641,3.5,4.25,6.25
2005-08-09,3.641,3.47,4.5,6.5
2005-08-10,3.641,3.48,4.5,6.5
2005-08-11,3.641,3.51,4.5,6.5
2005-08-12,3.641,3.55,4.5,6.5
2005-08-13,3.641,3.55,4.5,6.5
2005-08-14,3.641,3.55,4.5,6.5
2005-08-15,3.641,3.61,4.5,6.5
2005-08-16,3.641,3.46,4.5,6.5
2005-08-17,3.641,3.57,4.5,6.5
2005-08-18,3.641,3.5,4.5,6.5
2005-08-19,3.641,3.54,4.5,6.5
2005-08-20,3.641,3.54,4.5,6.5
2005-08-21,3.641,3.54,4.5,6.5
2005-08-22,3.641,3.51,4.5,6.5
2005-08-23,3.641,3.49,4.5,6.5
2005-08-24,3.641,3.5,4.5,6.5
2005-08-25,3.641,3.55,4.5,6.5
2005-08-26,3.641,3.54,4.5,6.5
2005-08-27,3.641,3.54,4.5,6.5
2005-08-28,3.641,3.54,4.5,6.5
2005-08-29,3.641,3.54,4.5,6.5
2005-08-30,3.641,3.52,4.5,6.5
2005-08-31,3.641,3.63,4.5,6.5
2005-09-01,4.687,3.57,4.5,6.5
2005-09-02,4.687,3.49,4.5,6.5
2005-09-03,4.687,3.49,4.5,6.5
2005-09-04,4.687,3.49,4.5,6.5
2005-09-05,4.687,3.49,4.5,6.5
2005-09-06,4.687,3.57,4.5,6.5
2005-09-07,4.687,3.48,4.5,6.5
2005-09-08,4.687,3.49,4.5,6.5
2005-09-09,4.687,3.49,4.5,6.5
2005-09-10,4.687,3.49,4.5,6.5
2005-09-11,4.687,3.49,4.5,6.5
2005-09-12,4.687,3.5,4.5,6.5
2005-09-13,4.687,3.45,4.5,6.5
2005-09-14,4.687,3.54,4.5,6.5
2005-09-15,4.687,3.67,4.5,6.5
2005-09-16,4.687,3.62,4.5,6.5
2005-09-17,4.687,3.62,4.5,6.5
2005-09-18,4.687,3.62,4.5,6.5
2005-09-19,4.687,3.62,4.5,6.5
2005-09-20,4.687,3.67,4.75,6.75
2005-09-21,4.687,3.72,4.75,6.75
2005-09-22,4.687,3.77,4.75,6.75
2005-09-23,4.687,3.76,4.75,6.75
2005-09-24,4.687,3.76,4.75,6.75
2005-09-25,4.687,3.76,4.75,6.75
2005-09-26,4.687,3.83,4.75,6.75
2005-09-27,4.687,3.73,4.75,6.75
2005-09-28,4.687,3.76,4.75,6.75
2005-09-29,4.687,3.82,4.75,6.75
2005-09-30,4.687,3.93,4.75,6.75
2005-10-01,4.348,3.93,4.75,6.75
2005-10-02,4.348,3.93,4.75,6.75
2005-10-03,4.348,3.87,4.75,6.75
2005-10-04,4.348,3.75,4.75,6.75
2005-10-05,4.348,3.75,4.75,6.75
2005-10-06,4.348,3.76,4.75,6.75
2005-10-07,4.348,3.73,4.75,6.75
2005-10-08,4.348,3.73,4.75,6.75
2005-10-09,4.348,3.73,4.75,6.75
2005-10-10,4.348,3.73,4.75,6.75
2005-10-11,4.348,3.72,4.75,6.75
2005-10-12,4.348,3.36,4.75,6.75
2005-10-13,4.348,3.75,4.75,6.75
2005-10-14,4.348,3.77,4.75,6.75
2005-10-15,4.348,3.77,4.75,6.75
2005-10-16,4.348,3.77,4.75,6.75
2005-10-17,4.348,3.82,4.75,6.75
2005-10-18,4.348,3.71,4.75,6.75
2005-10-19,4.348,3.71,4.75,6.75
2005-10-20,4.348,3.77,4.75,6.75
2005-10-21,4.348,3.76,4.75,6.75
2005-10-22,4.348,3.76,4.75,6.75
2005-10-23,4.348,3.76,4.75,6.75
2005-10-24,4.348,3.76,4.75,6.75
2005-10-25,4.348,3.74,4.75,6.75
2005-10-26,4.348,3.75,4.75,6.75
2005-10-27,4.348,3.85,4.75,6.75
2005-10-28,4.348,3.9,4.75,6.75
2005-10-29,4.348,3.9,4.75,6.75
2005-10-30,4.348,3.9,4.75,6.75
2005-10-31,4.348,4.02,4.75,6.75
2005-11-01,3.455,3.99,5.0,7.0
2005-11-02,3.455,3.99,5.0,7.0
2005-11-03,3.455,4.01,5.0,7.0
2005-11-04,3.455,4.0,5.0,7.0
2005-11-05,3.455,4.0,5.0,7.0
2005-11-06,3.455,4.0,5.0,7.0
2005-11-07,3.455,3.99,5.0,7.0
2005-11-08,3.455,3.95,5.0,7.0
2005-11-09,3.455,4.02,5.0,7.0
2005-11-10,3.455,3.98,5.0,7.0
2005-11-11,3.455,3.98,5.0,7.0
2005-11-12,3.455,3.98,5.0,7.0
2005-11-13,3.455,3.98,5.0,7.0
2005-11-14,3.455,4.03,5.0,7.0
2005-11-15,3.455,3.97,5.0,7.0
2005-11-16,3.455,3.96,5.0,7.0
2005-11-17,3.455,3.98,5.0,7.0
2005-11-18,3.455,4.0,5.0,7.0
2005-11-19,3.455,4.0,5.0,7.0
2005-11-20,3.455,4.0,5.0,7.0
2005-11-21,3.455,4.03,5.0,7.0
2005-11-22,3.455,3.99,5.0,7.0
2005-11-23,3.455,4.01,5.0,7.0
2005-11-24,3.455,4.01,5.0,7.0
2005-11-25,3.455,4.03,5.0,7.0
2005-11-26,3.455,4.03,5.0,7.0
2005-11-27,3.455,4.03,5.0,7.0
2005-11-28,3.455,4.01,5.0,7.0
2005-11-29,3.455,3.99,5.0,7.0
2005-11-30,3.455,4.03,5.0,7.0
2005-12-01,3.416,4.03,5.0,7.0
2005-12-02,3.416,4.0,5.0,7.0
2005-12-03,3.416,4.0,5.0,7.0
2005-12-04,3.416,4.0,5.0,7.0
2005-12-05,3.416,4.02,5.0,7.0
2005-12-06,3.416,3.97,5.0,7.0
2005-12-07,3.416,3.98,5.0,7.0
2005-12-08,3.416,4.09,5.0,7.0
2005-12-09,3.416,4.16,5.0,7.0
2005-12-10,3.416,4.16,5.0,7.0
2005-12-11,3.416,4.16,5.0,7.0
2005-12-12,3.416,4.24,5.0,7.0
2005-12-13,3.416,4.23,5.25,7.25
2005-12-14,3.416,4.26,5.25,7.25
2005-12-15,3.416,4.29,5.25,7.25
2005-12-16,3.416,4.25,5.25,7.25
2005-12-17,3.416,4.25,5.25,7.25
2005-12-18,3.416,4.25,5.25,7.25
2005-12-19,3.416,4.25,5.25,7.25
2005-12-20,3.416,4.3,5.25,7.25
2005-12-21,3.416,4.08,5.25,7.25
2005-12-22,3.416,4.25,5.25,7.25
2005-12-23,3.416,4.21,5.25,7.25
2005-12-24,3.416,4.21,5.25,7.25
2005-12-25,3.416,4.21,5.25,7.25
2005-12-26,3.416,4.21,5.25,7.25
2005-12-27,3.416,4.26,5.25,7.25
2005-12-28,3.416,4.19,5.25,7.25
2005-12-29,3.416,4.18,5.25,7.25
2005-12-30,3.416,4.09,5.25,7.25
2005-12-31,3.416,4.09,5.25,7.25
2006-01-01,3.985,4.09,5.25,7.25
2006-01-02,3.985,4.09,5.25,7.25
2006-01-03,3.985,4.34,5.25,7.25
2006-01-04,3.985,4.22,5.25,7.25
2006-01-05,3.985,4.24,5.25,7.25
2006-01-06,3.985,4.22,5.25,7.25
2006-01-07,3.985,4.22,5.25,7.25
2006-01-08,3.985,4.22,5.25,7.25
2006-01-09,3.985,4.25,5.25,7.25
2006-01-10,3.985,4.24,5.25,7.25
2006-01-11,3.985,4.24,5.25,7.25
2006-01-12,3.985,4.28,5.25,7.25
2006-01-13,3.985,4.3,5.25,7.25
2006-01-14,3.985,4.3,5.25,7.25
2006-01-15,3.985,4.3,5.25,7.25
2006-01-16,3.985,4.3,5.25,7.25
2006-01-17,3.985,4.32,5.25,7.25
2006-01-18,3.985,4.24,5.25,7.25
2006-01-19,3.985,4.23,5.25,7.25
2006-01-20,3.985,4.24,5.25,7.25
2006-01-21,3.985,4.24,5.25,7.25
2006-01-22,3.985,4.24,5.25,7.25
2006-01-23,3.985,4.26,5.25,7.25
2006-01-24,3.985,4.28,5.25,7.25
2006-01-25,3.985,4.36,5.25,7.25
2006-01-26,3.985,4.37,5.25,7.25
2006-01-27,3.985,4.42,5.25,7.25
2006-01-28,3.985,4.42,5.25,7.25
2006-01-29,3.985,4.42,5.25,7.25
2006-01-30,3.985,4.48,5.25,7.25
2006-01-31,3.985,4.47,5.5,7.5
2006-02-01,3.597,4.47,5.5,7.5
2006-02-02,3.597,4.48,5.5,7.5
2006-02-03,3.597,4.51,5.5,7.5
2006-02-04,3.597,4.51,5.5,7.5
2006-02-05,3.597,4.51,5.5,7.5
2006-02-06,3.597,4.51,5.5,7.5
2006-02-07,3.597,4.47,5.5,7.5
2006-02-08,3.597,4.48,5.5,7.5
2006-02-09,3.597,4.52,5.5,7.5
2006-02-10,3.597,4.51,5.5,7.5
2006-02-11,3.597,4.51,5.5,7.5
2006-02-12,3.597,4.51,5.5,7.5
2006-02-13,3.597,4.44,5.5,7.5
2006-02-14,3.597,4.45,5.5,7.5
2006-02-15,3.597,4.5,5.5,7.5
2006-02-16,3.597,4.48,5.5,7.5
2006-02-17,3.597,4.48,5.5,7.5
2006-02-18,3.597,4.48,5.5,7.5
2006-02-19,3.597,4.48,5.5,7.5
2006-02-20,3.597,4.48,5.5,7.5
2006-02-21,3.597,4.54,5.5,7.5
2006-02-22,3.597,4.49,5.5,7.5
2006-02-23,3.597,4.47,5.5,7.5
2006-02-24,3.597,4.48,5.5,7.5
2006-02-25,3.597,4.48,5.5,7.5
2006-02-26,3.597,4.48,5.5,7.5
2006-02-27,3.597,4.52,5.5,7.5
2006-02-28,3.597,4.52,5.5,7.5
2006-03-01,3.363,4.52,5.5,7.5
2006-03-02,3.363,4.5,5.5,7.5
2006-03-03,3.363,4.51,5.5,7.5
2006-03-04,3.363,4.51,5.5,7.5
2006-03-05,3.363,4.51,5.5,7.5
2006-03-06,3.363,4.51,5.5,7.5
2006-03-07,3.363,4.51,5.5,7.5
